time,acc_deviation
1721887015.288,0.85,
1721887016.275,1.1,
1721887017.275,0.43,
1721887018.767,0.22,
1721887019.261,0.26,
1721887020.755,0.44,
1721887021.734,0.76,
1721887022.235,0.44,
1721887023.244,0.28,
1721887024.235,0.16,
1721887025.224,0.23,
1721887026.22,0.23,
1721887027.191,0.79,
1721887028.205,1.59,
1721887030.196,1.07,
1721887032.213,0.81,
1721887034.71,0.45,
1721887035.699,0.45,
1721887036.196,0.16,
1721887037.191,0.21,
1721887038.183,0.21,
1721887039.167,0.2,
1721887040.181,0.18,
1721887041.148,0.18,
1721887042.633,0.63,
1721887043.129,0.69,
1721887044.102,0.69,
1721887045.101,0.46,
1721887046.607,0.44,
1721887047.095,0.44,
1721887048.586,0.73,
1721887049.075,0.5,
1721887050.061,0.5,
1721887051.056,0.28,
1721887052.069,1.35,
1721887055.004,0.28,
1721887056.013,0.19,
1721887057.005,0.2,
1721887058.007,0.24,
1721887059.034,0.19,
1721887060.032,0.21,
1721887062.536,0.24,
1721887063.048,0.2,
1721887064.546,0.13,
1721887065.049,0.13,
1721887066.555,0.2,
1721887067.067,0.27,
1721887068.064,0.27,
1721887069.067,0.18,
1721887070.067,0.19,
1721887071.069,0.19,
1721887072.068,0.2,
1721887073.058,0.18,
1721887074.539,0.18,
1721887075.02,0.22,
1721887076.534,0.22,
1721887078.04,0.2,
1721887080.498,0.25,
1721887081.503,0.21,
1721887082.473,0.27,
1721887082.982,0.21,
1721887084.474,0.4,
1721887084.968,0.3,
1721887085.986,0.36,
1721887086.988,0.21,
1721887087.98,0.16,
1721887088.956,0.19,
1721887089.951,0.15,
1721887091.454,0.22,
1721887091.935,0.21,
1721887092.91,0.22,
1721887093.914,0.18,
1721887094.911,0.12,
1721887095.929,0.18,
1721887097.452,0.18,
1721887098.465,0.28,
1721887098.974,0.25,
1721887099.947,0.18,
1721887101.941,0.17,
1721887103.46,0.22,
1721887104.965,0.2,
1721887105.967,0.18,
1721887106.964,0.2,
1721887107.965,0.2,
1721887109.95,1.1,
1721887110.954,0.39,
1721887111.944,0.56,
1721887113.42,0.86,
1721887113.911,0.63,
1721887114.899,0.22,
1721887115.909,0.2,
1721887116.9,0.2,
1721887118.391,0.26,
1721887119.385,0.25,
1721887119.897,0.15,
1721887121.37,0.18,
1721887121.872,0.2,
1721887123.386,0.2,
1721887123.896,0.2,
1721887125.389,0.18,
1721887126.393,1.08,
1721887126.896,0.62,
1721887128.406,1.22,
1721887129.415,0.32,
1721887129.936,0.16,
1721887130.95,0.15,
1721887131.941,0.59,
1721887132.953,0.72,
1721887133.948,0.37,
1721887134.933,1.69,
1721887135.948,0.58,
1721887136.952,0.33,
1721887137.951,0.38,
1721887138.933,0.16,
1721887140.434,0.17,
1721887140.943,0.25,
1721887141.945,0.19,
1721887143.435,0.25,
1721887144.437,0.2,
1721887144.943,0.25,
1721887145.924,0.23,
1721887146.905,0.25,
1721887147.912,0.23,
1721887148.913,0.2,
1721887149.912,0.34,
1721887150.918,0.35,
1721887152.898,0.43,
1721887154.885,0.2,
1721887155.902,0.18,
1721887156.887,0.16,
1721887158.41,0.17,
1721887158.917,0.18,
1721887160.374,0.13,
1721887160.864,0.15,
1721887161.872,0.21,
1721887162.838,0.16,
1721887163.825,0.18,
1721887165.334,0.19,
1721887166.347,0.15,
1721887166.856,0.15,
1721887168.807,0.37,
1721887169.797,0.24,
1721887171.311,0.19,
1721887171.812,0.13,
1721887172.817,0.19,
1721887173.815,0.25,
1721887174.819,0.32,
1721887177.313,0.2,
1721887178.303,0.22,
1721887178.794,0.13,
1721887179.805,0.26,
1721887181.297,0.15,
1721887182.278,0.18,
1721887183.258,0.19,
1721887184.233,0.2,
1721887185.235,0.25,
1721887186.222,0.17,
1721887186.728,0.21,
1721887187.704,0.15,
1721887188.721,0.15,
1721887189.701,0.13,
1721887190.709,0.17,
1721887191.707,0.18,
1721887192.713,0.16,
1721887194.186,0.18,
1721887194.665,0.18,
1721887196.668,0.23,
1721887197.666,0.15,
1721887198.658,0.16,
1721887199.659,0.2,
1721887200.624,0.25,
1721887202.103,0.23,
1721887202.587,0.24,
1721887204.1,0.18,
1721887205.09,0.2,
1721887205.593,0.18,
1721887207.582,0.19,
1721887208.565,0.18,
1721887209.559,0.21,
1721887210.552,0.16,
1721887211.559,0.24,
1721887212.581,0.2,
1721887214.052,0.21,
1721887215.055,0.23,
1721887215.556,0.23,
1721887216.572,0.23,
1721887217.559,0.25,
1721887218.549,0.18,
1721887219.558,0.27,
1721887220.545,0.18,
1721887221.539,0.3,
1721887222.52,0.16,
1721887223.496,0.23,
1721887224.994,0.17,
1721887225.981,0.25,
1721887226.486,0.2,
1721887227.491,0.23,
1721887228.987,0.23,
1721887229.483,0.19,
1721887230.458,0.19,
1721887231.449,0.24,
1721887232.947,0.21,
1721887233.43,0.23,
1721887234.45,0.18,
1721887235.446,0.26,
1721887236.434,0.19,
1721887237.938,0.32,
1721887238.454,0.21,
1721887244.714,0.19,
1721887245.707,0.24,
1721887246.689,0.2,
1721887248.178,0.18,
1721887249.195,0.21,
1721887249.687,0.2,
1721887250.675,0.25,
1721887252.159,0.24,
1721887252.662,0.23,
1721887254.642,0.23,
1721887255.647,0.26,
1721887256.652,0.23,
1721887257.654,0.2,
1721887259.15,0.36,
1721887259.653,0.19,
1721887261.154,0.18,
1721887261.65,0.18,
1721887263.184,0.18,
1721887263.686,0.14,
1721887264.677,0.17,
1721887265.669,0.15,
1721887266.657,0.16,
1721887267.658,0.19,
1721887268.676,0.19,
1721887269.675,0.2,
1721887270.659,0.26,
1721887271.651,0.32,
1721887272.623,0.31,
1721887273.637,0.28,
1721887275.147,0.27,
1721887275.634,0.18,
1721887276.645,0.21,
1721887277.676,0.19,
1721887278.673,0.16,
1721887280.174,0.19,
1721887280.672,0.19,
1721887281.706,0.74,
1721887282.693,0.6,
1721887283.708,0.31,
1721887284.704,0.39,
1721887285.714,0.27,
1721887287.231,0.2,
1721887287.729,0.39,
1721887289.232,0.39,
1721887289.747,0.27,
1721887290.759,0.16,
1721887291.741,0.16,
1721887292.735,0.19,
1721887293.731,0.16,
1721887294.73,0.16,
1721887296.227,0.23,
1721887296.742,0.2,
1721887298.736,0.16,
1721887300.209,0.24,
1721887300.688,0.19,
1721887302.656,0.23,
1721887305.139,0.21,
1721887305.635,0.25,
1721887307.132,0.32,
1721887308.129,0.18,
1721887309.13,0.18,
1721887309.631,0.17,
1721887310.629,0.25,
1721887311.647,0.24,
1721887313.142,0.32,
1721887315.151,0.23,
1721887315.638,0.23,
1721887316.615,0.13,
1721887317.611,0.16,
1721887318.626,0.23,
1721887320.573,0.21,
1721887321.556,0.26,
1721887322.541,0.32,
1721887323.538,0.2,
1721887325.06,0.19,
1721887325.559,0.2,
1721887327.537,0.14,
1721887328.563,0.14,
1721887330.074,0.19,
1721887330.57,0.23,
1721887332.089,0.23,
1721887332.607,0.17,
1721887334.09,0.16,
1721887334.593,0.17,
1721887336.093,0.17,
1721887336.593,0.23,
1721887337.585,0.16,
1721887339.539,0.19,
1721887340.56,0.24,
1721887341.552,0.16,
1721887342.542,0.17,
1721887344.016,0.25,
1721887344.527,0.25,
1721887345.529,0.28,
1721887347.011,0.16,
1721887347.99,0.17,
1721887348.48,0.23,
1721887349.494,0.2,
1721887350.475,0.21,
1721887352.463,0.14,
1721887353.487,0.22,
1721887354.486,0.2,
1721887355.482,0.15,
1721887356.466,0.19,
1721887357.46,0.17,
1721887358.449,0.16,
1721887359.445,0.16,
1721887360.424,0.25,
1721887361.901,0.17,
1721887362.912,0.18,
1721887363.408,0.21,
1721887364.41,0.32,
1721887365.377,0.16,
1721887366.856,0.18,
1721887367.348,0.12,
1721887368.873,0.14,
1721887369.374,0.19,
1721887370.854,0.22,
1721887371.349,0.23,
1721887372.366,0.24,
1721887373.374,0.23,
1721887374.381,0.16,
1721887377.898,0.19,
1721887379.399,0.26,
1721887380.383,0.19,
1721887381.379,0.19,
1721887382.385,0.23,
1721887383.395,0.18,
1721887384.391,0.2,
1721887385.373,0.18,
1721887386.382,0.15,
1721887387.412,0.17,
1721887388.409,0.21,
1721887389.419,0.18,
1721887390.392,0.21,
1721887391.383,0.21,
1721887392.895,0.19,
1721887393.383,0.14,
1721887394.371,0.22,
1721887395.38,0.23,
1721887396.383,0.67,
1721887397.369,1.17,
1721887398.376,0.66,
1721887399.373,0.25,
1721887400.371,0.25,
1721887401.875,0.28,
1721887402.364,0.35,
1721887403.85,0.32,
1721887404.355,0.18,
1721887405.358,1.89,
1721887406.368,0.62,
1721887407.373,0.75,
1721887408.368,0.52,
1721887409.345,0.37,
1721887410.333,0.23,
1721887411.313,0.23,
1721887412.296,0.98,
1721887413.287,0.41,
1721887414.286,0.83,
1721887415.288,1.71,
1721887417.28,2.1799999999999997,
1721887418.273,3.9299999999999997,
1721887419.258,2.24,
1721887421.224,3.16,
1721887422.737,1.46,
1721887423.215,3.26,
1721887424.221,2.58,
1721887425.227,2.24,
1721887426.708,0.68,
1721887428.19,1.74,
1721887429.169,2.3200000000000003,
1721887430.675,4.8,
1721887431.171,1.0,
1721887432.177,2.32,
1721887433.199,1.82,
1721887435.17,1.91,
1721887436.162,1.29,
1721887437.155,2.55,
1721887438.152,0.68,
1721887439.144,1.86,
1721887440.143,1.12,
1721887441.147,1.56,
1721887442.147,1.9100000000000001,
1721887443.143,1.8599999999999999,
1721887444.144,4.79,
1721887445.145,2.96,
1721887446.614,3.27,
1721887447.103,3.04,
1721887448.088,2.67,
1721887449.094,2.0,
1721887450.099,1.36,
1721887451.1,1.56,
1721887453.599,0.2,
1721887454.083,0.2,
1721887455.074,0.19,
1721887456.557,0.22,
1721887457.055,0.21,
1721887458.063,0.23,
1721887459.06,0.19,
1721887460.064,0.36,
1721887461.056,1.3,
1721887462.038,1.25,
1721887463.02,0.54,
1721887464.01,0.51,
1721887465.023,0.27,
1721887466.013,0.59,
1721887467.022,0.75,
1721887468.025,0.63,
1721887472.014,2.7800000000000002,
1721887473.011,1.44,
1721887474.007,0.63,
1721887474.999,0.27,
1721887475.993,0.44,
1721887477.982,0.29,
1721887479.46,0.28,
1721887479.955,0.99,
1721887480.967,0.7,
1721887481.957,0.32,
1721887482.961,0.28,
1721887483.959,0.19,
1721887484.943,0.23,
1721887485.94,0.22,
1721887486.932,0.55,
1721887488.43,0.2,
1721887489.433,0.18,
1721887489.934,0.25,
1721887492.39,0.3,
1721887492.888,0.3,
1721887494.39,0.47,
1721887495.877,0.37,
1721887496.864,0.22,
1721887498.377,0.16,
1721887499.387,0.16,
1721887500.87,0.16,
1721887502.4,0.16,
1721887502.882,0.19,
1721887504.38,1.49,
1721887504.871,1.49,
1721887506.388,0.33,
1721887506.889,0.28,
1721887508.367,0.28,
1721887508.872,2.16,
1721887509.87,1.04,
1721887510.865,1.04,
1721887512.348,1.91,
1721887512.853,2.12,
1721887513.831,2.12,
1721887515.331,2.0300000000000002,
1721887515.806,1.72,
1721887516.79,1.72,
1721887517.785,1.71,
1721887518.782,0.56,
1721887519.784,0.56,
1721887520.783,0.42,
1721887521.781,0.35,
1721887523.274,0.35,
1721887524.262,0.21,
1721887524.768,0.18,
1721887526.263,0.18,
1721887527.276,0.17,
1721887527.786,2.05,
1721887528.78,2.05,
1721887529.782,1.18,
1721887531.274,0.9,
1721887532.257,0.9,
1721887534.263,1.66,
1721887535.254,1.66,
1721887536.754,0.46,
1721887537.749,0.46,
1721887539.229,0.38,
1721887539.744,0.17,
1721887540.738,0.17,
1721887541.744,2.02,
1721887542.736,1.98,
1721887544.208,1.98,
1721887545.216,1.69,
1721887546.19,0.75,
1721887546.691,1.2,
1721887547.67,1.6,
1721887548.677,1.51,
1721887549.653,1.41,
1721887551.636,0.48,
1721887553.133,0.67,
1721887553.619,0.34,
1721887554.63,1.17,
1721887555.62,2.03,
1721887556.618,1.6,
1721887557.628,1.92,
1721887558.584,1.07,
1721887559.585,0.93,
1721887562.093,0.21,
1721887563.093,0.16,
1721887570.078,0.16,
1721887570.56,0.12,
1721887572.071,0.13,
1721887573.553,0.2,
1721887574.533,0.12,
1721887575.528,0.14,
1721887576.522,0.15,
1721887577.526,0.22,
1721887580.533,0.15,
1721887581.575,0.17,
1721887582.572,0.19,
1721887583.547,0.13,
1721887584.558,0.17,
1721887585.554,0.23,
1721887586.548,0.56,
1721887587.514,0.19,
1721887588.511,0.3,
1721887589.517,0.25,
1721887591.023,0.22,
1721887592.027,0.17,
1721887592.534,0.23,
1721887593.509,0.5,
1721887594.489,0.23,
1721887595.498,0.11,
1721887597.006,0.28,
1721887598.497,0.16,
1721887599.509,0.16,
1721887600.512,0.12,
1721887603.46,0.27,
1721887605.448,0.41,
1721887606.453,0.23,
1721887607.462,0.16,
1721887608.935,0.14,
1721887609.916,0.13,
1721887610.425,0.19,
1721887611.429,0.5,
1721887612.948,0.56,
1721887613.432,0.26,
1721887614.934,0.33,
1721887615.939,0.22,
1721887616.435,0.18,
1721887617.431,0.16,
1721887618.447,0.23,
1721887620.928,0.18,
1721887622.425,0.3,
1721887623.406,0.23,
1721887624.407,0.23,
1721887625.421,0.21,
1721887627.888,0.16,
1721887628.384,0.25,
1721887629.408,0.13,
1721887630.399,0.18,
1721887631.906,0.15,
1721887632.4,0.12,
1721887633.879,0.19,
1721887634.872,0.77,
1721887635.386,0.78,
1721887636.91,0.87,
1721887637.921,0.23,
1721887639.413,1.45,
1721887640.399,1.96,
1721887642.427,1.01,
1721887641.413,2.29,
1721887643.438,2.1,
1721887644.448,0.9,
1721887645.461,0.37,
1721887646.45,0.31,
1721887647.45,1.28,
1721887648.44,0.54,
1721887649.936,0.18,
1721887650.92,1.72,
1721887651.936,0.74,
1721887652.956,1.33,
1721887654.45,0.62,
1721887655.454,0.74,
1721887656.936,0.29,
1721887657.427,1.72,
1721887658.424,0.87,
1721887659.933,0.66,
1721887660.413,0.77,
1721887661.43,1.17,
1721887662.423,0.55,
1721887663.421,1.95,
1721887664.429,1.06,
1721887665.431,0.88,
1721887666.449,1.04,
1721887667.929,2.0,
1721887668.42,1.79,
1721887669.405,1.31,
1721887670.397,1.85,
1721887671.901,1.41,
1721887672.408,0.97,
1721887673.408,0.93,
1721887674.884,1.7,
1721887675.375,1.93,
1721887677.872,0.68,
1721887678.361,0.33,
1721887679.827,0.3,
1721887681.313,0.47,
1721887682.793,0.34,
1721887683.291,0.21,
1721887685.777,0.77,
1721887686.272,1.0,
1721887687.268,0.97,
1721887688.757,0.61,
1721887690.278,2.28,
1721887691.275,0.88,
1721887692.275,0.75,
1721887694.299,0.7,
1721887695.29,0.98,
1721887696.295,1.09,
1721887697.305,1.18,
1721887699.292,1.26,
1721887700.274,1.18,
1721887701.757,1.26,
1721887703.738,1.03,
1721887705.226,0.76,
1721887706.199,0.63,
1721887707.186,0.16,
1721887709.187,1.24,
1721887710.185,1.85,
1721887711.186,1.65,
1721887712.16,1.43,
1721887713.16,1.52,
1721887714.154,0.8,
1721887715.155,1.06,
1721887716.653,0.26,
1721887717.139,0.19,
1721887718.631,0.12,
1721887719.105,1.12,
1721887720.101,1.33,
1721887721.119,1.39,
1721887722.1,1.43,
1721887723.117,2.1,
1721887724.126,0.63,
1721887725.118,0.62,
1721887726.139,0.51,
1721887727.121,0.66,
1721887728.118,0.63,
1721887729.098,0.63,
1721887730.073,1.56,
1721887731.064,0.9,
1721887732.555,0.59,
1721887733.059,0.53,
1721887734.052,0.27,
1721887735.546,2.34,
1721887736.033,1.75,
1721887737.991,1.24,
1721887739.468,0.75,
1721887739.947,0.78,
1721887740.922,0.22,
1721887742.421,0.24,
1721887742.908,0.17,
1721887743.896,0.16,
1721887744.908,0.16,
1721887745.904,0.48,
1721887746.897,0.26,
1721887748.397,0.26,
1721887748.896,0.25,
1721887749.899,0.19,
1721887751.871,0.2,
1721887753.379,0.18,
1721887753.864,0.18,
1721887754.851,0.13,
1721887755.839,0.15,
1721887756.849,0.15,
1721887758.354,0.18,
1721887760.859,0.59,
1721887761.856,0.5,
1721887762.847,0.5,
1721887763.843,0.38,
1721887764.831,0.29,
1721887765.822,0.29,
1721887767.311,0.15,
1721887767.82,0.12,
1721887768.816,0.12,
1721887770.316,0.17,
1721887770.813,0.13,
1721887771.832,0.13,
1721887772.823,0.51,
1721887773.845,0.39,
1721887775.348,0.39,
1721887776.368,0.48,
1721887777.855,0.38,
1721887779.849,0.74,
1721887780.861,0.74,
1721887781.855,1.65,
1721887783.847,0.15,
1721887784.832,0.14,
1721887785.826,0.2,
1721887786.802,0.2,
1721887787.778,0.28,
1721887788.78,0.21,
1721887789.752,0.21,
1721887790.743,0.16,
1721887791.737,1.27,
1721887792.727,1.27,
1721887793.712,1.66,
1721887794.736,1.63,
1721887795.738,1.63,
1721887796.757,0.39,
1721887797.746,0.5,
1721887798.735,0.5,
1721887799.714,0.16,
1721887802.195,0.99,
1721887803.688,0.93,
1721887804.708,1.15,
1721887805.694,0.9,
1721887807.198,0.61,
1721887808.2,0.23,
1721887808.697,0.25,
1721887809.695,0.35,
1721887811.16,0.28,
1721887811.634,0.3,
1721887813.118,0.16,
1721887813.622,0.22,
1721887815.102,0.16,
1721887816.103,1.16,
1721887816.602,0.18,
1721887817.597,0.57,
1721887818.574,0.35,
1721887819.57,0.14,
1721887820.558,0.2,
1721887821.57,0.43,
1721887824.052,0.12,
1721887824.538,0.16,
1721887825.541,0.16,
1721887827.032,0.13,
1721887829.032,0.2,
1721887830.026,0.69,
1721887831.855,0.57,
1721887833.343,0.29,
1721887834.334,0.29,
1721887835.823,0.66,
1721887836.348,0.71,
1721887837.338,0.48,
1721887839.834,0.25,
1721887840.329,0.19,
1721887841.337,0.42,
1721887842.328,0.4,
1721887843.302,0.52,
1721887844.319,0.43,
1721887845.316,0.54,
1721887846.294,0.48,
1721887847.298,0.34,
1721887848.315,0.31,
1721887849.332,0.28,
1721887851.825,0.29,
1721887854.277,0.19,
1721887855.29,0.15,
1721887856.304,0.32,
1721887857.816,0.18,
1721887858.33,0.16,
1721887859.818,0.18,
1721887860.315,0.19,
1721887861.309,0.19,
1721887862.799,0.15,
1721887863.788,0.2,
1721887864.29,0.18,
1721887865.308,0.2,
1721887866.812,0.18,
1721887867.298,0.18,
1721887868.325,0.93,
1721887869.328,0.4,
1721887870.831,0.26,
1721887871.849,0.27,
1721887872.363,0.18,
1721887873.368,0.22,
1721887874.85,0.2,
1721887875.365,0.94,
1721887877.879,0.15,
1721887878.881,0.19,
1721887879.368,0.18,
1721887880.371,0.24,
1721887881.367,0.17,
1721887882.362,0.18,
1721887883.837,0.15,
1721887884.345,0.12,
1721887885.342,0.17,
1721887886.347,0.23,
1721887887.361,0.54,
1721887888.357,1.1,
1721887889.87,1.04,
1721887890.353,0.29,
1721887891.352,0.21,
1721887892.344,0.15,
1721887894.872,0.1,
1721887895.366,0.15,
1721887896.37,0.22,
1721887897.379,0.18,
1721887898.911,0.14,
1721887899.419,0.17,
1721887900.419,0.3,
1721887901.925,0.16,
1721887902.43,0.14,
1721887903.414,0.17,
1721887904.399,0.24,
1721887906.902,1.13,
1721887907.392,0.78,
1721887908.885,0.3,
1721887909.41,0.21,
1721887910.416,0.2,
1721887911.401,0.67,
1721887912.41,0.66,
1721887913.388,0.35,
1721887914.39,0.35,
1721887915.39,0.24,
1721887916.893,0.19,
1721887917.907,0.17,
1721887918.409,0.24,
1721887919.41,0.21,
1721887920.911,0.2,
1721887921.404,0.25,
1721887922.402,0.21,
1721887923.387,0.23,
1721887924.368,0.17,
1721887925.354,0.17,
1721887926.855,0.19,
1721887928.367,0.26,
1721887929.849,0.26,
1721887930.341,0.19,
